title,publish_date,media_name,url,cluster,UMAP1,UMAP2,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name
Colorado baker loses appeal over transgender birthday cake,1/27/23,ncronline.org,https://www.ncronline.org/news/colorado-baker-loses-appeal-over-transgender-birthday-cake,94,2.1706676,8.5312805,7,2,2023,1,27,1122,Transgender Cake Case,Transgender Cake Case
Colorado baker sued for refusing gender transition cake,3/22/21,abcnews.go.com,https://abcnews.go.com/Business/wireStory/colorado-baker-sued-refusing-gender-transition-cake-76616998,94,2.1558418,8.463977,4,4,2021,3,22,446,Transgender Cake Case,Transgender Cake Case
Colorado baker sued for refusing gender transition cake,3/22/21,seattletimes.com,https://www.seattletimes.com/business/colorado-baker-sued-for-refusing-gender-transition-cake/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,94,2.1552925,8.463623,4,4,2021,3,22,446,Transgender Cake Case,Transgender Cake Case
Colorado baker sued for refusing gender transition cake,3/22/21,sfgate.com,https://www.sfgate.com/news/article/Colorado-baker-sued-for-refusing-gender-16045033.php,94,2.1556149,8.463907,4,4,2021,3,22,446,Transgender Cake Case,Transgender Cake Case
Colorado baker sued for refusing gender transition cake,3/22/21,stltoday.com,https://www.stltoday.com/news/national/colorado-baker-sued-for-refusing-gender-transition-cake/article_2ebab73e-be17-558e-a5a7-844aa28975e9.html,94,2.156352,8.465282,4,4,2021,3,22,446,Transgender Cake Case,Transgender Cake Case
Colorado baker sued for refusing to make birthday cake for transgender woman,3/23/21,denverpost.com,https://www.denverpost.com/2021/03/23/colorado-baker-lawsuit-gender-transition-birthday-cake/,94,2.1556702,8.46698,1,1,2021,3,23,447,Transgender Cake Case,Transgender Cake Case
Colorado baker who refused to make same-sex wedding cake challenged over 'gender transition cake',10/6/22,foxnews.com,https://www.foxnews.com/us/co-baker-won-case-refusing-make-gay-wedding-cake-challenged-again-gender-transition-cake,94,2.150447,8.474622,1,1,2022,10,6,1009,Transgender Cake Case,Transgender Cake Case
Colorado baker who sparked SCOTUS case fights ruling on cake celebrating gender transition,10/6/22,alternet.org,https://www.alternet.org/2022/10/transgender/,94,2.1726418,8.445343,1,1,2022,10,6,1009,Transgender Cake Case,Transgender Cake Case
"Colorado court rules against baker, Jack Phillips, who declined to customize cake celebrating gender transition",1/27/23,theblaze.com,https://www.theblaze.com/news/colorado-court-rules-against-baker-jack-phillips-who-declined-to-customize-cake-celebrating-gender-transition,94,2.1660023,8.429548,1,1,2023,1,27,1122,Transgender Cake Case,Transgender Cake Case
Colorado expands eligibility for monkeypox vaccine. Here’s who can get it now.,9/2/22,denverpost.com,https://www.denverpost.com/2022/09/02/monkeypox-vaccine-colorado/,39,-3.456501,9.655852,1,1,2022,9,2,975,Monkeypox Outbreak,Monkeypox Outbreak
Colorado gay club shooting suspect charged with hate crimes,12/6/22,abcnews.go.com,https://abcnews.go.com/US/wireStory/colorado-gay-club-shooting-suspect-set-return-court-94560048,81,-2.4655132,3.8527641,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,baltimoresun.com,https://www.baltimoresun.com/news/nation-world/ct-aud-nw-colorado-shooting-suspect-20221206-z7dcints3rbqzm47lyqk2zvgg4-story.html#ed=rss_www.baltimoresun.com/arcio/rss/category/news/nation-world/,81,-2.377431,3.8542652,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,cbsnews.com,https://www.cbsnews.com/losangeles/news/colorado-gay-club-shooting-suspect-charged-with-hate-crimes/,81,-2.4071827,3.8171215,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,chicagotribune.com,https://www.chicagotribune.com/nation-world/ct-aud-nw-colorado-shooting-suspect-20221206-z7dcints3rbqzm47lyqk2zvgg4-story.html#ed=rss_www.chicagotribune.com/arcio/rss/category/nation-world/,81,-2.41047,3.8882704,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,newsday.com,https://www.newsday.com/news/nation/colorado-gay-club-shooting-hate-crimes-f8rn5lz9,81,-2.3944092,3.8860312,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,staradvertiser.com,https://www.staradvertiser.com/2022/12/06/breaking-news/colorado-gay-club-shooting-suspect-charged-with-hate-crimes/,81,-2.3893738,3.8860912,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,startribune.com,https://www.startribune.com/colorado-gay-club-shooting-suspect-charged-with-hate-crimes/600233335/,81,-2.3930159,3.9001818,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,sun-sentinel.com,https://www.sun-sentinel.com/news/nationworld/ct-aud-nw-colorado-shooting-suspect-20221206-z7dcints3rbqzm47lyqk2zvgg4-story.html#ed=rss_www.sun-sentinel.com/arcio/rss/category/news/nationworld/,81,-2.3873348,3.9076633,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado gay club shooting suspect charged with hate crimes,12/6/22,twincities.com,https://www.twincities.com/2022/12/06/colorado-gay-club-shooting-suspect-charged-with-hate-crimes/,81,-2.4222393,3.858204,18,18,2022,12,6,1070,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado high court to hear case against Christian baker who refused to make LGBTQ-themed cake,10/3/23,abcnews.go.com,https://abcnews.go.com/Business/wireStory/colorado-high-court-hear-case-christian-baker-refused-103693218,94,2.1351538,8.535278,5,5,2023,10,3,1371,Transgender Cake Case,Transgender Cake Case
Colorado high court to hear case against Christian baker who refused to make LGBTQ-themed cake,10/3/23,centralmaine.com,https://www.centralmaine.com/2023/10/03/colorado-high-court-to-hear-case-against-christian-baker-who-refused-to-make-lgbtq-themed-cake/,94,2.1296268,8.538704,5,5,2023,10,3,1371,Transgender Cake Case,Transgender Cake Case
Colorado high court to hear case against Christian baker who refused to make LGBTQ-themed cake,10/3/23,dailykos.com,https://www.dailykos.com/stories/2023/10/3/2197104/-Colorado-high-court-to-hear-case-against-Christian-baker-who-refused-to-make-LGBTQ-themed-cake?pm_campaign=blog&pm_medium=rss&pm_source=main,94,2.1333551,8.532326,5,5,2023,10,3,1371,Transgender Cake Case,Transgender Cake Case
Colorado high court to hear case against Christian baker who refused to make LGBTQ-themed cake,10/3/23,seattletimes.com,https://www.seattletimes.com/business/colorado-high-court-to-hear-case-against-christian-baker-who-refused-to-make-another-lgbtq-cake/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,94,2.1308508,8.54076,5,5,2023,10,3,1371,Transgender Cake Case,Transgender Cake Case
Colorado high court to hear case against Christian baker who refused to make trans-themed cake,10/4/23,nbcnews.com,https://www.nbcnews.com/nbc-out/out-politics-and-policy/colorado-high-court-hear-case-christian-baker-refused-make-trans-theme-rcna118815,94,2.1362505,8.545077,1,1,2023,10,4,1372,Transgender Cake Case,Transgender Cake Case
Colorado monkeypox vaccinations drop as new cases decline,10/1/22,denverpost.com,https://www.denverpost.com/2022/10/01/colorado-monkeypox-vaccine-jynneos-cdc/,39,-3.4637866,9.675678,1,1,2022,10,1,1004,Monkeypox Outbreak,Monkeypox Outbreak
Colorado shooting: Gay club patrons hit gunman with his own weapon after 5 killed,11/21/22,syracuse.com,https://www.syracuse.com/us-news/2022/11/colorado-shooting-gay-club-patrons-hit-gunman-with-his-own-weapon-after-5-killed.html,81,8.3176365,-0.73538303,2,2,2022,11,21,1055,Colorado Club Q Shooting,Colorado Club Q Shooting
Colorado's Supreme Court dismisses suit against baker who wouldn't make a cake for transgender woman,10/8/24,inquirer.com,https://www.inquirer.com/wires/ap/colorados-supreme-court-dismisses-suit-against-baker-who-wouldnt-make-cake-transgender-woman-20241008.html,94,2.1677203,8.46644,3,2,2024,10,8,1742,Transgender Cake Case,Transgender Cake Case
Colorado's Supreme Court dismisses suit against baker who wouldn't make a cake for transgender woman,10/8/24,newsday.com,https://www.newsday.com/news/nation/colorado-baker-transgender-cake-lawsuit-dismissed-f39761,94,2.159535,8.472776,3,2,2024,10,8,1742,Transgender Cake Case,Transgender Cake Case
Colorado's Supreme Court dismisses suit against baker who wouldn't make a cake for transgender woman,10/9/24,ncronline.org,https://www.ncronline.org/news/colorados-supreme-court-dismisses-suit-against-baker-who-wouldnt-make-cake-transgender-woman,94,2.1642885,8.471254,3,1,2024,10,9,1743,Transgender Cake Case,Transgender Cake Case
Colorado’s Supreme Court dismisses suit against baker who wouldn’t make cake for transgender woman,10/9/24,nypost.com,https://nypost.com/2024/10/09/us-news/colorados-supreme-court-dismisses-suit-against-baker-who-wouldnt-make-cake-for-transgender-woman/,94,2.1654801,8.475306,1,1,2024,10,9,1743,Transgender Cake Case,Transgender Cake Case
Colorado’s monkeypox cases are mostly among younger men in the Denver area,8/18/22,denverpost.com,https://www.denverpost.com/2022/08/18/colorado-monkeypox-cases-denver/,39,-3.4309235,9.653117,1,1,2022,8,18,960,Monkeypox Outbreak,Monkeypox Outbreak
Colorado’s top court will hear case against Christian baker who refused to make a gender transition-themed cake,10/4/23,fortune.com,https://fortune.com/2023/10/04/colorado-top-court-case-christian-baker-refused-make-gender-transition-cake/,94,2.1445675,8.52231,1,1,2023,10,4,1372,Transgender Cake Case,Transgender Cake Case
Column: Caitlyn Jenner for governor of California? What a terrible idea,4/18/21,latimes.com,https://www.latimes.com/opinion/story/2021-04-18/caitlyn-jenner-governor-california,36,-4.5961237,-2.9092135,1,1,2021,4,18,473,Jenner Governor Bid,Jenner Governor Bid
Column: Caitlyn Jenner wants to be California governor. But she's no Ronald Reagan or Arnold Schwarzenegger,4/26/21,latimes.com,https://www.latimes.com/politics/story/2021-04-26/california-recall-newsom-hollywood-celebrities-schwarzenegger-jenner,36,-4.6021442,-2.9243412,1,1,2021,4,26,481,Jenner Governor Bid,Jenner Governor Bid
"Column: Hey, Bernie Sanders brigades, don’t turn on him just because Joe Rogan likes him",2/4/20,chicagotribune.com,https://www.chicagotribune.com/columns/clarence-page/ct-column-bernie-sanders-joe-rogan-page-20200204-mijvacmnxbgrpjt532skcnjk6u-story.html,24,-2.9173374,-1.6769028,1,1,2020,2,4,34,Joe Rogan Controversy,Joe Rogan Controversy
Column: Ted Sarandos' Netflix memo on Dave Chappelle is a masterwork of gaslighting,10/12/21,latimes.com,https://www.latimes.com/entertainment-arts/story/2021-10-12/column-ted-sarandos-memo-on-dave-chapelle-is-a-masterwork-of-gaslighting,52,0.65782356,-7.621627,1,1,2021,10,12,650,Chappelle Controversy,Chappelle Controversy
Column: ‘We projected our fears onto her’: Dwyane Wade and Gabrielle Union open up about raising Zaya,3/11/20,chicagotribune.com,https://www.chicagotribune.com/columns/heidi-stevens/ct-heidi-stevens-dwyane-wade-gabrielle-union-shut-up-listen-0311-20200311-cidwfmpj7fbp7eka6ihzxn3atq-story.html#ed=rss_www.chicagotribune.com/arcio/rss/category/lifestyles/,76,-2.3509827,-5.186537,1,1,2020,3,11,70,Wades Trans Daughter,Wades Trans Daughter
Comedian Dave Chappelle addresses Netflix transgender controversy in full for first time,10/25/21,oann.com,https://www.oann.com/comedian-dave-chappelle-addresses-netflix-transgender-controversy-in-full-for-first-time/?utm_source=rss&utm_medium=rss&utm_campaign=comedian-dave-chappelle-addresses-netflix-transgender-controversy-in-full-for-first-time,52,0.3261814,-7.67227,1,1,2021,10,25,663,Chappelle Controversy,Chappelle Controversy
Comedian James Acaster's Takedown of Ricky Gervais Trends Following Anti-Trans Netflix Special,5/26/22,hollywoodreporter.com,https://www.hollywoodreporter.com/tv/tv-news/comedian-james-acasters-takedown-of-ricky-gervais-trends-following-anti-trans-netflix-special-1235154396/,52,0.3813238,-7.157233,3,3,2022,5,26,876,Chappelle Controversy,Chappelle Controversy
Comedian Wayne Brady Comes Out As Pansexual,8/7/23,dailycaller.com,https://dailycaller.com/2023/08/07/comedian-comes-out-pansexual-wayne-brady/,27,-2.527462,-7.2740746,1,1,2023,8,7,1314,Wayne Brady Pansexual,Wayne Brady Pansexual
"Comic hits Dave Chappelle in new Netflix special for making trans jokes: 'It's not funny, it's dangerous'",1/1/25,foxnews.com,https://www.foxnews.com/media/comic-hits-dave-chappelle-new-netflix-special-making-trans-jokes-its-not-funny-its-dangerous,52,0.17617989,-7.4994087,2,2,2025,1,1,1827,Chappelle Controversy,Chappelle Controversy
Commentary: An unscripted Tony Awards 2023 found meaning and eloquence on a historic night,6/12/23,latimes.com,https://www.latimes.com/entertainment-arts/story/2023-06-12/commentary-unscripted-tony-awards-2023-historic-night,51,2.0403671,-6.4922915,2,2,2023,6,12,1258,Emilia Pérez Controversy,Emilia Pérez Controversy
Commentary: Are book bans unconstitutional? They are certainly political,6/18/23,latimes.com,https://www.latimes.com/opinion/story/2023-06-18/la-ed-fighting-book-bans,78,-2.5786247,-3.7251816,2,1,2023,6,18,1264,Book Bans,Book Bans
Commentary: Are book bans unconstitutional? They are certainly political,6/25/23,centralmaine.com,https://www.centralmaine.com/2023/06/25/commentary-are-book-bans-unconstitutional-they-are-certainly-political/,78,-2.594902,-3.7646713,2,1,2023,6,25,1271,Book Bans,Book Bans
Commentary: Parents seeking book bans want control – to a point,1/23/23,centralmaine.com,https://www.centralmaine.com/2023/01/23/commentary-parents-seeking-book-bans-want-control-to-a-point/,78,-2.4335642,-3.5786867,1,1,2023,1,23,1118,Book Bans,Book Bans
Commentary: The 2023 Tony Award nominations reflect a year of progress and backsliding on Broadway,5/2/23,latimes.com,https://www.latimes.com/entertainment-arts/story/2023-05-02/tony-awards-nominations-reflect-a-broadway-year-of-progress-and-backsliding,51,2.0835037,-6.5536118,1,1,2023,5,2,1217,Emilia Pérez Controversy,Emilia Pérez Controversy
Companies roll back diversity initiatives,2/13/25,arkansasonline.com,https://www.arkansasonline.com/news/2025/feb/13/companies-roll-back-diversity-initiatives/,43,2.2964535,-1.1766768,1,1,2025,2,13,1870,Corporate Board Diversity,Corporate Board Diversity
Conn. high school girls file federal suit to prevent transgender athletes from competing,2/12/20,washingtonpost.com,https://www.washingtonpost.com/sports/2020/02/12/conn-high-school-girls-file-federal-suit-prevent-transgender-athletes-competing/,123,-4.1675835,6.1144686,1,1,2020,2,12,42,Transgender Athletes in Girls,Transgender Athletes in Girls
Conn. high school girls file lawsuit arguing that allowing transgender athletes to compete is sex discrimination,2/13/20,foxnews.com,https://www.foxnews.com/us/connecticut-high-school-girls-lawsuit-transgender-athletes-sex-discrimination,123,-4.3328476,5.9220924,1,1,2020,2,13,43,Transgender Athletes in Girls,Transgender Athletes in Girls
Connecticut girls sue to ban transgender athletes from high school sports,2/13/20,nypost.com,https://nypost.com/2020/02/13/connecticut-girls-sue-to-ban-transgender-athletes-from-high-school-sports/,123,-4.096936,6.1772757,2,2,2020,2,13,43,Transgender Athletes in Girls,Transgender Athletes in Girls
Connecticut girls sue to block participation of transgender athletes,2/12/20,startribune.com,http://www.startribune.com/girls-sue-to-block-participation-of-transgender-athletes/567804692/,123,-4.1325245,6.1242056,4,2,2020,2,12,42,Transgender Athletes in Girls,Transgender Athletes in Girls
Connecticut girls sue to block participation of transgender athletes,12/2/20,gazettenet.com,https://www.gazettenet.com/Girls-sue-to-block-participation-of-transgender-athletes-32656733,123,-4.1305256,6.1215906,4,2,2020,12,2,336,Transgender Athletes in Girls,Transgender Athletes in Girls
Connecticut students sue to stop transgender athletes competing in girls' sports,2/13/20,cbsnews.com,http://feeds.cbsnews.com/~r/CBSNewsMain/~3/83-Dw9Pq464/,123,-4.0660076,6.0986214,2,2,2020,2,13,43,Transgender Athletes in Girls,Transgender Athletes in Girls
Conservative Utah Bans Gay Conversion Therapy,1/22/20,newsmax.com,https://www.newsmax.com/newsfront/Conversion-Therapy-Ban-Utah/2020/01/22/id/950878,105,-0.6181612,7.006098,1,1,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
"Contemporary baseball era committee considers Barry Bonds, Roger Clemens for Hall of Fame",11/28/22,newsday.com,https://www.newsday.com/sports/baseball/hall-of-fame-roger-clemens-barry-bonds-kpkp9vvi,3,-9.658268,1.4282227,1,1,2022,11,28,1062,Hall of Fame Voting,Hall of Fame Voting
Controversial 'Don't Say Gay' Bill Signed Into Florida Law,3/29/22,theroot.com,https://www.theroot.com/controversial-dont-say-gay-bill-signed-into-florida-law-1848719989,107,3.180356,3.5780935,1,1,2022,3,29,818,Dont Say Gay Law,Dont Say Gay Law
Controversial Curt Schilling Strikes Out in Baseball Hall of Fame Election,1/26/21,newsmax.com,https://www.newsmax.com/newsfront/curt-schilling-cancel-culture-censorship-bias-against-conservatives/2021/01/26/id/1007350,3,-9.300907,1.3224182,1,1,2021,1,26,391,Hall of Fame Voting,Hall of Fame Voting
"Controversial Twitter accounts reinstated under Elon Musk, explained",11/23/22,theweek.com,https://theweek.com/feature/briefing/1018648/controversial-twitter-accounts-reinstated-under-elon-musk,48,4.141819,-0.6697521,2,2,2022,11,23,1057,Musk and Daughter,Musk and Daughter
Controversial ‘Don’t Say Gay’ Bill Passed By Florida House,2/24/22,forbes.com,https://www.forbes.com/sites/carlieporterfield/2022/02/24/controversial-dont-say-gay-bill-passed-by-florida-house/,107,3.0960426,3.5986958,1,1,2022,2,24,785,Dont Say Gay Law,Dont Say Gay Law
Conversion therapy banned in Utah for LGBTQ children,1/22/20,cnn.com,https://www.cnn.com/2020/01/22/politics/utah-conversion-therapy-ban-trnd/index.html?utm_medium=social&utm_content=2020-01-26T00%3A31%3A05&utm_term=link&utm_source=fbCNN&fbclid=IwAR0jE3EWHQdtAVtDKCd71BfyLXGIRJqtOJx4XNd3fxX0BvB_0-iJ5U5P9tU,105,-10.447041,3.289853,1,1,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
Conversion therapy for LGBTQ children banned in Utah: 'This measure will truly save lives',1/22/20,augustachronicle.com,https://www.augustachronicle.com/zz/news/20200122/conversion-therapy-for-lgbtq-children-banned-in-utah-this-measure-will-truly-save-lives?rssfeed=true,105,-0.4609995,6.69831,5,5,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
Conversion therapy for LGBTQ children banned in Utah: 'This measure will truly save lives',1/22/20,dispatch.com,https://www.dispatch.com/zz/news/20200122/conversion-therapy-for-lgbtq-children-banned-in-utah-this-measure-will-truly-save-lives?rssfeed=true,105,-0.44267654,6.7035694,5,5,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
Conversion therapy for LGBTQ children banned in Utah: 'This measure will truly save lives',1/22/20,fayobserver.com,https://www.fayobserver.com/zz/news/20200122/conversion-therapy-for-lgbtq-children-banned-in-utah-this-measure-will-truly-save-lives?rssfeed=true,105,-0.43937016,6.706606,5,5,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
Conversion therapy for LGBTQ children banned in Utah: 'This measure will truly save lives',1/22/20,norwichbulletin.com,https://www.norwichbulletin.com/zz/news/20200122/conversion-therapy-for-lgbtq-children-banned-in-utah-this-measure-will-truly-save-lives?rssfeed=true,105,-0.4436283,6.703289,5,5,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
Conversion therapy for LGBTQ children banned in Utah: 'This measure will truly save lives',1/22/20,providencejournal.com,https://www.providencejournal.com/zz/news/20200122/conversion-therapy-for-lgbtq-children-banned-in-utah-this-measure-will-truly-save-lives?rssfeed=true,105,-0.45598984,6.70463,5,5,2020,1,22,21,Utah Conversion Therapy Ban,Utah Conversion Therapy Ban
"Coors Light, Miller Lite Sales Spike amid Bud Light Transgender Controversy",4/25/23,breitbart.com,https://www.breitbart.com/pre-viral/2023/04/25/coors-light-miller-lite-sales-spike-bud-light-transgender-controversy/,54,-8.408823,3.6130085,1,1,2023,4,25,1210,Bud Light Boycott,Bud Light Boycott
Cops raided gay bars in Moscow and documented its customers 2 days after Russia's top court deemed LGBTQ+ groups 'extremist',12/2/23,businessinsider.com,https://www.businessinsider.com/lgbtq-rights-russia-moscow-gay-bars-supeme-court-extremist-2023-12,55,-1.846909,-10.710575,1,1,2023,12,2,1431,Russias Anti-LGBTQ Crackdown,Russias Anti-LGBTQ Crackdown
Could Caitlyn Jenner get a new reality show by running for California governor?,4/7/21,mercurynews.com,https://www.mercurynews.com/2021/04/07/could-caitlyn-jenner-get-a-new-reality-show-by-running-for-governor/,36,-4.582287,-2.9955664,1,1,2021,4,7,462,Jenner Governor Bid,Jenner Governor Bid
County offers additional monkeypox vaccination clinics,7/26/22,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/health/story/2022-07-26/county-offers-additional-monkeypox-vaccination-clinics,39,-3.4593353,9.665598,1,1,2022,7,26,937,Monkeypox Outbreak,Monkeypox Outbreak
Court Blocks Arkansas Ban On Treatment For Transgender Children,8/25/22,forbes.com,https://www.forbes.com/sites/brianbushard/2022/08/25/court-blocks-arkansas-ban-on-treatment-for-transgender-children/,126,1.9321461,-10.686871,4,4,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care
Court Blocks Texas Investigation into Parents of Transgender Children,3/7/22,breitbart.com,https://www.breitbart.com/politics/2022/03/07/texas-court-blocks-abbotts-child-abuse-investigation-parents-transgender-children/,129,6.2646446,-5.6616936,1,1,2022,3,7,796,Texas Transgender Care Ban,Texas Transgender Care Ban
Court Denies Trump Administration Request to Enforce Military Transgender Ban,3/31/25,breitbart.com,https://www.breitbart.com/politics/2025/03/31/appeals-court-denies-trump-admin-request-enforce-military-transgender-ban/,118,6.922182,1.7799501,2,2,2025,3,31,1916,Trans Military Ban,Trans Military Ban
Court Extends Block On Federal Funding Freeze: Here’s Where Trump And Musk Are Winning—And Losing—In Court,3/6/25,forbes.com,https://www.forbes.com/sites/alisondurkee/2025/03/06/court-extends-block-on-federal-funding-freeze-heres-where-trump-and-musk-are-winning-and-losing-in-court/,56,2.694417,0.70685196,2,2,2025,3,6,1891,Trump Funding Freeze,Trump Funding Freeze
Court Reverses Ban on West Virginia Girls Who Protested Transgender Athletes,5/3/24,breitbart.com,https://www.breitbart.com/sports/2024/05/03/court-reverses-ban-west-virginia-girls-who-protested-transgender-athletes/,111,-0.42446327,8.66841,1,1,2024,5,3,1584,West Virginia Transgender Sports,West Virginia Transgender Sports
Court Rules Schools Can Hide Kids’ Gender Identity From Parents,2/27/25,dailysignal.com,https://www.dailysignal.com/2025/02/27/another-court-gets-wrong-rules-school-can-hide-minors-gender-identity-parents/,100,0.8241606,5.014736,1,1,2025,2,27,1884,California Transgender Policies,California Transgender Policies
Court blocks Arkansas ban on health care for transgender kids,8/25/22,theweek.com,https://theweek.com/lgbtq/1016194/court-blocks-arkansas-ban-on-health-care-for-transgender-kids,126,1.9052243,-10.710591,1,1,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care
Court blocks Trump's ban on transgender military service,5/7/21,cbsnews.com,https://www.cbsnews.com/video/transgender-ban-on-military-service-blocked/,118,6.6128626,1.6982269,1,1,2021,5,7,492,Trans Military Ban,Trans Military Ban
Court hears arguments on Arkansas trans youth treatment ban,6/15/22,abcnews.go.com,https://abcnews.go.com/Health/wireStory/court-hears-arguments-arkansas-trans-youth-treatment-ban-85414186,126,-6.5160675,2.5040598,4,4,2022,6,15,896,Arkansas Trans Youth Care,Arkansas Trans Youth Care
Court hears arguments on Arkansas trans youth treatment ban,6/15/22,arkansasonline.com,https://www.arkansasonline.com/news/2022/jun/15/court-hears-arguments-on-arkansas-trans-youth-treatment-ban/,126,-6.5137777,2.506134,4,4,2022,6,15,896,Arkansas Trans Youth Care,Arkansas Trans Youth Care
Court hears arguments on Arkansas trans youth treatment ban,6/15/22,seattletimes.com,https://www.seattletimes.com/seattle-news/health/court-hears-arguments-on-arkansas-trans-youth-treatment-ban/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,126,-6.5128117,2.5028973,4,4,2022,6,15,896,Arkansas Trans Youth Care,Arkansas Trans Youth Care
Court hears arguments on Arkansas trans youth treatment ban,6/15/22,stltoday.com,https://www.stltoday.com/lifestyles/health-med-fit/court-hears-arguments-on-arkansas-trans-youth-treatment-ban/article_4e68b10f-f3b7-51c6-bfbf-9ee30c4cfbbe.html,126,-6.513441,2.5062695,4,4,2022,6,15,896,Arkansas Trans Youth Care,Arkansas Trans Youth Care
Court in Japan allows trans woman to officially change gender without compulsory surgery,7/12/24,nbcnews.com,https://www.nbcnews.com/nbc-out/out-news/japan-court-transgender-gender-change-surgery-rcna161533,67,4.060011,7.685314,1,1,2024,7,12,1654,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Court in Japan allows transgender woman to officially change gender without compulsory surgery,7/11/24,abcnews.go.com,https://abcnews.go.com/International/wireStory/court-japan-allows-transgender-woman-officially-change-gender-111851354,67,4.0534825,7.686634,4,4,2024,7,11,1653,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Court in Japan allows transgender woman to officially change gender without compulsory surgery,7/11/24,newsday.com,https://www.newsday.com/news/nation/japan-court-ruling-transgender-gender-surgery-f61948,67,4.0556126,7.685251,4,4,2024,7,11,1653,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Court in Japan allows transgender woman to officially change gender without compulsory surgery,7/11/24,seattletimes.com,https://www.seattletimes.com/nation-world/court-in-japan-allows-transgender-woman-to-officially-change-gender-without-compulsory-surgery/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,67,4.0541,7.6804237,4,4,2024,7,11,1653,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Court in Japan allows transgender woman to officially change gender without compulsory surgery,7/11/24,startribune.com,https://www.startribune.com/court-in-japan-allows-transgender-woman-to-officially-change-gender-without-compulsory-surgery/600380008/,67,4.052966,7.6838484,4,4,2024,7,11,1653,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Court overturns large part of Florida's so-called 'don't say gay' law,3/12/24,npr.org,https://www.npr.org/2024/03/12/1238113992/court-overturns-large-part-of-floridas-so-called-dont-say-gay-law,107,3.0600061,3.7827349,1,1,2024,3,12,1532,Dont Say Gay Law,Dont Say Gay Law
Court rules Arkansas can't ban gender-affirming treatment for transgender youth,8/25/22,rawstory.com,https://www.rawstory.com/arkansas-anti-trans-bill-hold/,126,1.9135828,-10.697426,1,1,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care
"Court rules Arkansas can't enforce ban on transgender hormone treatment, surgeries for kids under 18",8/25/22,foxnews.com,https://www.foxnews.com/us/court-rules-arkansas-cant-enforce-ban-transgender-hormone-treatment-surgeries-kids-under-18,126,1.937706,-10.64977,1,1,2022,8,25,967,Arkansas Trans Youth Care,Arkansas Trans Youth Care
Court rules for transgender student in bathroom access case,8/10/20,ajc.com,https://www.ajc.com/education/court-rules-for-transgender-student-in-bathroom-access-case/OZNT3XECCZA7VD4H6PNBPKCHCM/,110,1.1564016,5.716525,2,2,2020,8,10,222,Transgender Bathroom Cases,Transgender Bathroom Cases
Court rules in favor of transgender student barred from using boys’ bathroom,8/26/20,washingtonpost.com,https://www.washingtonpost.com/local/legal-issues/court-rules-in-favor-of-transgender-student-barred-from-using-boys-bathroom/2020/08/26/57a8c2d2-e7af-11ea-970a-64c73a1c2392_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_homepage,110,1.133172,5.7094364,2,2,2020,8,26,238,Transgender Bathroom Cases,Transgender Bathroom Cases
